epoch,acc,mAP,train_loss,val_loss,model_save
1,0.7158227848101266,0.7821894688720091,1.0100894133716034,1.6896756329113924,0
2,0.790506329113924,0.8618127154839053,0.6596497611216436,1.6425929588607595,0
3,0.8341772151898734,0.8890718309825972,0.5325538075914131,1.6174001186708862,0
4,0.8202531645569621,0.8979821749175375,0.4569104684063416,1.6152590981012658,0
5,0.8481012658227848,0.9163101471659688,0.3950466189566246,1.5970653678797468,0
6,0.8797468354430379,0.9296402338427348,0.34697659847673434,1.5810868275316456,0
7,0.8797468354430379,0.9339014582993406,0.3091875948863994,1.569471914556962,0
8,0.8759493670886076,0.9396778979493104,0.27069466246887386,1.5649179193037974,0
9,0.8803797468354431,0.941896619067626,0.2306292349292386,1.5535527096518988,0
10,0.8873417721518987,0.9397717735841692,0.20608653351009068,1.5430676424050631,0
11,0.8854430379746835,0.9418615625887852,0.18339525010229205,1.5406942246835442,0
12,0.8917721518987342,0.9476979676438336,0.16370368772937405,1.5398264438291138,0
13,0.8974683544303798,0.949611701100714,0.1508596417491387,1.5300138449367089,0
14,0.8835443037974684,0.9480177298990032,0.1214243497317138,1.5245772349683544,0
15,0.8886075949367088,0.943490893292078,0.11621962922059895,1.5206660403481012,0
16,0.8860759493670886,0.9447676840126038,0.10516806236110476,1.5222705696202532,0
17,0.8968354430379747,0.9516449633104246,0.1005761015100563,1.5119709256329117,0
18,0.8974683544303798,0.9501529510218466,0.08727794686370581,1.5110388647151898,0
19,0.8936708860759494,0.9516081704290212,0.07340881873435637,1.5064082278481012,0
20,0.8892405063291139,0.9490948083496952,0.07814165469138852,1.5018814280063293,0
21,0.8892405063291139,0.9488325741707758,0.07386166937540004,1.5101883900316455,0
22,0.8974683544303798,0.9456859336202252,0.07216410056586839,1.503184335443038,0
23,0.8930379746835443,0.9474266204280044,0.05907374861652901,1.4937079707278482,0
24,0.9025316455696204,0.9497297482287262,0.053027089879659615,1.4906225276898737,0
25,0.890506329113924,0.9468050208116916,0.04986203688680252,1.4895099881329117,0
26,0.9031645569620254,0.949901385050176,0.04396426370066981,1.481101661392405,0
27,0.9044303797468356,0.9560672976467648,0.050252371100036976,1.4791955102848102,0
28,0.909493670886076,0.9537688499626816,0.050521466319512064,1.477101463607595,0
29,0.8873417721518987,0.9446018278947368,0.041224664327336194,1.4783227848101266,0
30,0.8930379746835443,0.9531189348521804,0.04225997903829446,1.4759370055379746,0
31,0.9037974683544304,0.9535782842511902,0.0353365031155673,1.4699663765822786,0
32,0.9025316455696204,0.9505390625818328,0.04143266034615704,1.4696894778481011,0
33,0.9006329113924051,0.9527812287279848,0.04092111290375158,1.4668215981012658,0
34,0.9044303797468356,0.9564209699896224,0.04036293113686123,1.4658277294303796,0
35,0.9063291139240506,0.9571757314822084,0.03693747216305775,1.4618497824367092,0
36,0.9044303797468356,0.9502567445662244,0.03567469948547677,1.461706388449367,0
37,0.9018987341772152,0.9511107323317384,0.03196353279600395,1.4617236946202532,0
38,0.9069620253164556,0.952244592987476,0.03831859886471477,1.4602971716772153,0
39,0.9012658227848102,0.9501682167362164,0.031139218422674364,1.4682950949367088,0
40,0.9012658227848102,0.9466021218803512,0.03181503294500088,1.4596247033227847,0
41,0.8968354430379747,0.9476906060955702,0.02602076694762602,1.4610784216772152,0
42,0.9037974683544304,0.9523883508694436,0.029523695214402988,1.4537010482594936,0
43,0.9018987341772152,0.9522860825304228,0.025732682492376424,1.4515896954113925,0
44,0.9006329113924051,0.9493871665339644,0.03502052686780779,1.4522300237341772,0
45,0.9037974683544304,0.9534664904291916,0.03176156156573477,1.4506873022151898,0
46,0.9,0.95032005272873,0.0236731974959723,1.4500049446202532,0
47,0.9063291139240506,0.9486640982945744,0.03066378681540839,1.4490234375,0
48,0.9050632911392406,0.9514069018750778,0.023923518266146485,1.445910799050633,0
49,0.899367088607595,0.946306285495635,0.024053104199971614,1.4528134889240507,0
50,0.9037974683544304,0.9486237415023956,0.028635405340502337,1.447087618670886,0
51,0.9164556962025316,0.9543582899535789,0.021669657489071844,1.4438587816455697,0
52,0.8987341772151899,0.9530677599511916,0.02547523655499881,1.4474287974683544,0
53,0.9044303797468356,0.9489216565859142,0.02489576075783224,1.4458959651898735,0
54,0.9050632911392406,0.9492611657271584,0.022397242508326108,1.4439082278481012,0
55,0.9056962025316456,0.9524149324194421,0.024327617341821844,1.4428673852848102,0
56,0.910126582278481,0.9528201814080692,0.02591468011878453,1.443910700158228,0
57,0.9082278481012658,0.954793351631794,0.02088818976606441,1.4424075356012658,0
58,0.8987341772151899,0.9469621545659824,0.027793250125873824,1.4414606408227848,0
59,0.8867088607594936,0.9478782800342304,0.021700425441663642,1.4469936708860758,0
60,0.9050632911392406,0.9521029156287164,0.021463620767565417,1.4379054588607596,0
61,0.9025316455696204,0.9490714269418732,0.019519814979995102,1.4388029074367088,0
62,0.9018987341772152,0.9493449756958732,0.030089292655592438,1.4384246439873418,0
63,0.9044303797468356,0.950590834137782,0.01899282640376049,1.440654667721519,0
64,0.9012658227848102,0.9467636719519296,0.019067708925068202,1.4399129746835444,0
65,0.9031645569620254,0.9523619835866868,0.02075914616458926,1.4372231012658228,0
66,0.910126582278481,0.9483203160350804,0.022571717119636424,1.4346840387658228,0
67,0.9063291139240506,0.9524912140317368,0.022549243179584174,1.4340066257911392,0
68,0.8898734177215191,0.9483844503393448,0.0200731040795178,1.4364146558544304,0
69,0.909493670886076,0.9524973086929126,0.02304497279030137,1.433250098892405,0
70,0.9132911392405064,0.950858851021598,0.020052856556481282,1.4317691851265824,0
71,0.9056962025316456,0.949411418480362,0.02064740996906135,1.43525761471519,0
72,0.9069620253164556,0.9509206885644008,0.01733781522320163,1.4316109572784808,0
73,0.9044303797468356,0.9495597426669248,0.022250578934845687,1.4350103837025316,0
74,0.910759493670886,0.9485171265267244,0.01593412713221441,1.4335220530063293,0
75,0.909493670886076,0.9504486357606228,0.017483640538632345,1.4303352452531646,0
76,0.9025316455696204,0.9449228821026618,0.018521526115031536,1.4384320609177217,0
77,0.9050632911392406,0.9479321391350114,0.019181921370218225,1.4323847903481013,0
78,0.9069620253164556,0.9506817750343279,0.015558378018242171,1.4324663765822785,0
79,0.8879746835443038,0.9465031878010041,0.017225867772032437,1.4450380735759494,0
80,0.8924050632911392,0.9377463815947948,0.016479435431992203,1.4396286590189873,0
81,0.9132911392405064,0.9563198485543144,0.024117521980990413,1.4254771558544304,0
82,0.9018987341772152,0.9482608761544048,0.022605591435586245,1.4343082476265825,0
83,0.9075949367088608,0.9517964163193854,0.015886870909296517,1.4303228837025317,0
84,0.9075949367088608,0.9524281881064256,0.014684614827555996,1.427699762658228,0
85,0.910759493670886,0.9543915316288196,0.013272271145823416,1.42451542721519,0
86,0.8943037974683544,0.9510000438211204,0.01879501725571596,1.4319397745253164,0
87,0.9037974683544304,0.9483967831658108,0.016476308862484794,1.4298828125,0
88,0.9139240506329114,0.9567164950355168,0.015497017675830472,1.422206289556962,0
89,0.9,0.9521083411123182,0.015943414811864277,1.4314057555379749,0
90,0.9132911392405064,0.9504195167833256,0.013053752058062735,1.4227798655063293,0
91,0.9158227848101266,0.9538574099583137,0.019032882717697503,1.4227551424050633,0
92,0.9050632911392406,0.947379588925482,0.01835757909981736,1.4283252571202532,0
93,0.9056962025316456,0.9476420287441865,0.019975876091512416,1.4285279865506328,0
94,0.9113924050632911,0.9510771454279674,0.015118406210477052,1.4259147547468354,0
95,0.9088607594936708,0.9508241229266359,0.017348495204427723,1.4237539556962024,0
96,0.9120253164556962,0.9523637238362866,0.013098042888725259,1.4194496637658227,0
97,0.9132911392405063,0.9524353436819524,0.024416172609301255,1.423756428006329,0
98,0.9088607594936708,0.9503332556812595,0.015217556684247908,1.4227848101265823,0
99,0.9183544303797468,0.9527346762599672,0.011347091582513624,1.4188587816455696,0
100,0.9126582278481012,0.9487052089287538,0.01186742356096195,1.4223941851265822,0
101,0.9158227848101266,0.9606336224078017,0.023695729013062643,1.4186659414556961,0
102,0.9088607594936708,0.9545245665936101,0.017257628238096265,1.421306368670886,0
103,0.9094936708860759,0.956836970229609,0.017493360745242614,1.4204880340189874,0
104,0.9120253164556962,0.9570532073737184,0.01969881288466915,1.4196696993670885,1
