epoch,acc,mAP,train_loss,val_loss,model_save
72,0.7031645569620253,0.7665035572794047,0.1728058279750055,1.2351587223101266,0
73,0.709493670886076,0.774921901297789,0.17009011957742537,1.2317691851265822,0
74,0.720886075949367,0.7853384376034087,0.1780307387636805,1.218660996835443,0
75,0.7170886075949368,0.7813179480362393,0.16831290873499516,1.2194051621835442,0
76,0.7341772151898734,0.7827224855420538,0.15822528062014132,1.2046949169303798,0
77,0.7341772151898734,0.7860910475072268,0.15154215690196435,1.2103589794303797,0
78,0.7360759493670886,0.7789970768762144,0.16175879412685737,1.2112242879746835,0
79,0.7037974683544304,0.766525562723872,0.16042048863703356,1.2236822587025316,0
80,0.7170886075949368,0.7771117906035018,0.16960568658657962,1.2234004153481013,0
81,0.7240506329113924,0.7744291901570427,0.14726535235470178,1.219412579113924,0
82,0.7221518987341772,0.7782682440038473,0.16051670298051318,1.2274920886075948,0
83,0.7291139240506329,0.7814819314414256,0.16043768942293293,1.222621637658228,0
84,0.7291139240506329,0.7918505903835763,0.15679816354852705,1.2212074762658227,0
85,0.7196202531645569,0.7727171598774155,0.1438187547583854,1.2194224683544304,0
86,0.7240506329113924,0.7846082971346413,0.15059878982847988,1.2155607199367089,0
87,0.7341772151898734,0.7889942661737719,0.1338005224466761,1.2109869462025316,0
88,0.720253164556962,0.7714302505768669,0.13461562135923227,1.2174792325949366,0
89,0.720886075949367,0.7800192651522637,0.14495065440696903,1.2192543512658227,0
90,0.7063291139240506,0.7708669500077698,0.13228887202289186,1.2285947389240506,0
91,0.7278481012658228,0.7737005778524748,0.13467345818866294,1.217098496835443,0
92,0.7221518987341772,0.7781115311027662,0.13800056845788186,1.2248640229430379,0
93,0.7424050632911392,0.7887069346876137,0.13723737251059948,1.2110487539556962,0
94,0.7145569620253165,0.765685947812116,0.13469991616753157,1.221946696993671,0
95,0.7348101265822785,0.7831192904443243,0.13041214480514085,1.2151651503164558,0
96,0.7322784810126582,0.7801270108998571,0.119733787860989,1.2090634889240506,0
97,0.7335443037974684,0.772230612446694,0.14071688522766357,1.2187648338607595,0
98,0.7284810126582278,0.7834850443058342,0.11730447705211036,1.2177412974683544,0
99,0.7215189873417721,0.7718522330730552,0.12831953510343674,1.2284290941455696,0
100,0.7234177215189873,0.7869255370733244,0.1228719510323753,1.2071696993670886,0
