epoch,acc,mAP,train_loss,val_loss,model_save
1,0.7227848101265822,0.7581034762944056,1.0301210845320805,1.6648585838607595,0
2,0.7721518987341772,0.8256163963935347,0.6767086588392509,1.632107891613924,0
3,0.8069620253164557,0.8620821842580609,0.5518402479960423,1.614487737341772,0
4,0.8360759493670886,0.8914214058225717,0.48360577860186177,1.5967884691455696,0
5,0.8487341772151898,0.9088485500512233,0.4253773457144013,1.5908326740506329,0
6,0.8531645569620253,0.9099525005987372,0.38239757112743566,1.5772102452531647,0
7,0.8664556962025316,0.9215672118062971,0.33460787831863,1.5657708662974683,0
8,0.8746835443037975,0.9262592127145162,0.28968460496919246,1.5617855023734177,0
9,0.8683544303797468,0.9323487671933804,0.25789636041411906,1.5492113330696202,0
10,0.8867088607594936,0.9365751089795126,0.22998560768418297,1.5434384889240507,0
11,0.8854430379746835,0.9362861159319295,0.2032434768341154,1.5357199367088608,0
12,0.8860759493670886,0.9361288239347296,0.18074114595340493,1.5320708069620252,0
13,0.8816455696202532,0.942445222099599,0.1595540000546363,1.5260507318037975,0
14,0.8892405063291139,0.9423575505249868,0.14475699631699368,1.5222013449367089,1
15,0.8803797468354431,0.9393395376975031,0.12913239820262204,1.5177462420886076,0
